Journey_ID,Date,Time,Hour,Day_Name,Month,Month_Number,Season,ISO_Week,Origin_Area,Destination_Area,Origin_Station,Destination_Station,Route_ID,Transport_Mode,Passenger_Count,Delay_Minutes,Scheduled_Trips,Completed_Trips,Service_Frequency_Min,Distance_Km,Average_Speed_Kmh,Capacity,Occupancy_Rate,Service_Reliability_Pct,Satisfaction_Score,CO2_Baseline_Car_kg,CO2_Actual_kg,CO2_Reduction_kg,On_Time_Status,Peak_Period,Weather,Incident_Type,Accessibility_Score
J001519,2025-09-02,21:05,21,Tuesday,September,9,Autumn,36,East,West,East Gate,Airport,B03,Bus,66,2.5,10,10,6,23.9,19.6,78,0.8462,95.5,4.4,269.74,134.08,135.66,On Time,Off-Peak,Heatwave,,86
J001520,2025-04-21,14:20,14,Monday,April,4,Spring,17,South,West,Greenfield,Hilltop,C3,Bike Share,24,2.8,20,19,3,6.8,13.6,28,0.8571,87.96,4.5,27.91,0.0,27.91,On Time,Interpeak,Clear,,63
J001521,2025-08-29,08:10,8,Friday,August,8,Summer,35,West,East,West End,Innovation Hub,M3,Metro,680,3.3,7,7,9,28.7,34.8,876,0.7763,94.06,4.8,3337.24,546.45,2790.79,On Time,Peak,Rain,,91
J001522,2025-05-27,09:30,9,Tuesday,May,5,Spring,22,West,East,West End,Lakeview,B04,Bus,67,6.6,3,3,18,14.1,22.0,82,0.8171,88.12,4.5,161.54,80.3,81.24,Delayed,Peak,Clear,,86
J001523,2025-08-30,18:30,18,Saturday,August,8,Summer,35,Central,West,City Hall,West End,T2,Tram,152,4.4,10,10,6,14.6,21.7,217,0.7005,92.08,4.7,379.48,77.67,301.81,On Time,Peak,Clear,,92
J001524,2025-06-03,09:40,9,Tuesday,June,6,Summer,23,South,West,South Market,West End,M2,Metro,643,1.3,8,8,8,17.1,39.4,795,0.8088,97.66,4.7,1880.2,307.87,1572.33,On Time,Peak,Clear,,83
J001525,2025-05-15,13:30,13,Thursday,May,5,Spring,20,Central,North,Central Square,University,T1,Tram,198,3.6,10,10,6,13.9,22.5,245,0.8082,93.52,4.4,470.63,96.33,374.3,On Time,Interpeak,Rain,,95
J001526,2025-05-27,19:50,19,Tuesday,May,5,Spring,22,North,East,Riverside North,Harbour East,M4,Metro,751,3.5,8,8,8,21.2,38.4,898,0.8363,93.7,4.4,2722.53,445.79,2276.73,On Time,Peak,Clear,,87
J001527,2025-06-30,09:40,9,Monday,June,6,Summer,27,South,West,Stadium,Hilltop,M2,Metro,597,0.4,6,6,10,30.9,39.0,867,0.6886,99.28,4.4,3154.49,516.52,2637.96,On Time,Peak,Clear,,89
J001528,2025-09-03,09:50,9,Wednesday,September,9,Autumn,36,Central,South,Central Square,Industrial South,M1,Metro,549,0.0,7,7,9,28.9,32.3,584,0.9401,100.0,4.3,2713.1,444.25,2268.85,On Time,Peak,Clear,,82
J001529,2025-08-24,18:55,18,Sunday,August,8,Summer,34,South,North,Stadium,Riverside North,B05,Bus,60,8.0,5,5,11,22.6,28.6,68,0.8824,85.6,4.3,231.88,115.26,116.62,Delayed,Peak,Clear,,84
J001530,2025-06-04,11:45,11,Wednesday,June,6,Summer,23,North,East,North Park,East Gate,R1,Commuter Rail,322,6.4,2,2,26,44.5,74.9,790,0.4076,88.48,4.5,2450.26,458.53,1991.73,Delayed,Interpeak,Rain,,87
J001531,2025-04-20,13:15,13,Sunday,April,4,Spring,16,Central,West,Central Square,West End,C4,Bike Share,20,1.3,20,19,3,7.6,10.6,33,0.6061,90.66,4.6,25.99,0.0,25.99,On Time,Interpeak,Cloudy,,57
J001532,2025-05-19,19:55,19,Monday,May,5,Spring,21,Central,North,Old Town,North Park,M4,Metro,533,0.0,20,20,3,14.5,35.9,674,0.7908,100.0,4.4,1321.57,216.4,1105.18,On Time,Peak,Heatwave,,83
J001533,2025-10-20,21:55,21,Monday,October,10,Autumn,43,East,Central,Harbour East,City Hall,S3,Shared Shuttle,12,2.2,3,3,20,14.9,26.3,12,1.0,96.04,4.6,30.57,9.34,21.23,On Time,Off-Peak,Clear,,72
J001534,2025-04-02,10:20,10,Wednesday,April,4,Spring,14,West,South,Hilltop,South Market,R2,Commuter Rail,435,2.5,3,3,20,46.1,45.6,622,0.6994,95.5,4.2,3429.15,641.71,2787.44,On Time,Interpeak,Rain,,87
J001535,2025-12-10,18:30,18,Wednesday,December,12,Winter,50,Central,North,City Hall,Riverside North,M4,Metro,529,7.3,20,20,3,17.2,42.1,666,0.7943,86.86,4.2,1555.89,254.77,1301.13,Delayed,Peak,Rain,,82
J001536,2025-12-25,11:00,11,Thursday,December,12,Winter,52,North,East,Riverside North,Harbour East,B01,Bus,57,4.8,5,5,13,9.8,18.9,74,0.7703,91.36,4.5,95.52,47.48,48.04,On Time,Interpeak,Clear,,76
J001537,2025-08-08,15:20,15,Friday,August,8,Summer,32,West,East,Airport,Harbour East,B03,Bus,53,5.0,5,5,12,17.4,28.4,69,0.7681,91.0,4.2,157.7,78.39,79.31,On Time,Interpeak,Cloudy,,77
J001538,2025-12-30,17:00,17,Tuesday,December,12,Winter,1,East,South,Harbour East,Greenfield,B04,Bus,67,5.6,9,9,7,11.9,20.8,68,0.9853,89.92,4.2,136.34,67.77,68.57,Delayed,Peak,Heatwave,,77
J001539,2025-05-13,09:55,9,Tuesday,May,5,Spring,20,South,North,Industrial South,University,R1,Commuter Rail,603,11.9,3,3,19,41.0,48.4,723,0.834,78.58,3.7,4227.63,791.14,3436.5,Delayed,Peak,Rain,,87
J001540,2025-11-18,19:40,19,Tuesday,November,11,Autumn,47,West,Central,West End,Museum District,T3,Tram,211,4.3,5,5,12,8.3,24.8,246,0.8577,92.26,4.5,299.47,61.3,238.18,On Time,Peak,Rain,,96
J001541,2025-01-25,17:40,17,Saturday,January,1,Winter,4,Central,North,Old Town,Tech Campus,R2,Commuter Rail,398,7.4,4,4,15,50.7,72.7,768,0.5182,86.68,4.4,3450.54,645.72,2804.83,Delayed,Peak,Cloudy,,86
J001542,2025-01-28,08:30,8,Tuesday,January,1,Winter,5,West,East,Airport,Harbour East,B04,Bus,69,6.1,5,5,11,16.8,27.9,60,1.15,89.02,4.2,198.22,98.53,99.69,Delayed,Peak,Rain,,84
J001543,2025-09-12,20:50,20,Friday,September,9,Autumn,37,Central,West,Central Square,West End,C3,Bike Share,17,6.2,10,10,6,3.3,16.5,24,0.7083,88.84,4.5,9.59,0.0,9.59,Delayed,Off-Peak,Cloudy,,63
J001544,2025-08-01,05:50,5,Friday,August,8,Summer,31,East,Central,Lakeview,Old Town,T3,Tram,89,5.8,5,5,13,17.9,20.2,181,0.4917,89.56,4.3,272.42,55.76,216.66,Delayed,Off-Peak,Cloudy,,93
J001545,2025-10-23,06:45,6,Thursday,October,10,Autumn,43,Central,North,Central Square,North Park,M3,Metro,349,0.5,15,15,4,23.1,32.4,525,0.6648,99.1,4.4,1378.58,225.73,1152.85,On Time,Off-Peak,Clear,,84
J001546,2025-09-14,10:00,10,Sunday,September,9,Autumn,37,South,North,Stadium,North Park,M3,Metro,451,4.1,8,8,8,11.4,44.4,774,0.5827,92.62,4.1,879.18,143.96,735.22,On Time,Interpeak,Clear,,87
J001547,2025-03-04,09:55,9,Tuesday,March,3,Spring,10,West,South,West End,South Market,R1,Commuter Rail,717,26.6,4,4,15,21.4,45.2,598,1.199,52.12,1.8,2623.79,491.0,2132.79,Delayed,Peak,Clear,Traffic,86
J001548,2025-12-25,16:40,16,Thursday,December,12,Winter,52,East,North,Lakeview,University,M3,Metro,654,4.3,8,8,8,30.5,35.3,845,0.774,92.26,4.2,3410.94,558.52,2852.42,On Time,Peak,Clear,,86
J001549,2025-11-12,07:30,7,Wednesday,November,11,Autumn,46,West,North,Hilltop,Riverside North,M1,Metro,587,5.2,9,9,7,28.9,38.7,720,0.8153,90.64,4.5,2900.9,475.0,2425.89,Delayed,Peak,Cloudy,,87
J001550,2025-01-17,18:55,18,Friday,January,1,Winter,3,South,East,Stadium,East Gate,M1,Metro,692,0.3,6,6,10,22.8,40.4,796,0.8693,99.46,4.8,2697.97,441.77,2256.2,On Time,Peak,Cloudy,,83
J001551,2025-12-05,16:00,16,Friday,December,12,Winter,49,Central,North,City Hall,North Park,R2,Commuter Rail,557,2.7,3,3,19,18.9,59.3,608,0.9161,95.14,4.4,1800.17,336.87,1463.29,On Time,Peak,Clear,,86
J001552,2025-08-07,09:50,9,Thursday,August,8,Summer,32,East,North,East Gate,University,B02,Bus,64,6.3,4,4,15,21.8,19.7,56,1.1429,88.66,3.6,238.58,118.59,119.99,Delayed,Peak,Clear,,84
J001553,2025-12-05,16:40,16,Friday,December,12,Winter,49,East,North,East Gate,Riverside North,R2,Commuter Rail,358,8.6,5,5,12,39.2,56.1,455,0.7868,84.52,4.1,2399.75,449.08,1950.67,Delayed,Peak,Cloudy,,84
J001554,2025-07-13,10:00,10,Sunday,July,7,Summer,28,East,North,Harbour East,Tech Campus,M1,Metro,325,2.3,6,6,10,22.7,40.5,733,0.4434,95.86,4.5,1261.55,206.57,1054.98,On Time,Interpeak,Clear,,91
J001555,2025-01-23,21:20,21,Thursday,January,1,Winter,4,North,South,Riverside North,Greenfield,C2,Bike Share,8,0.0,9,9,7,7.4,17.4,29,0.2759,100.0,4.8,10.12,0.0,10.12,On Time,Off-Peak,Cloudy,,61
J001556,2025-09-01,16:20,16,Monday,September,9,Autumn,36,West,East,West End,Harbour East,B01,Bus,65,29.9,3,3,18,8.3,21.7,75,0.8667,46.18,2.0,92.25,45.86,46.4,Delayed,Peak,Cloudy,Vehicle Issue,86
J001557,2025-08-14,09:05,9,Thursday,August,8,Summer,33,Central,East,Old Town,Lakeview,M2,Metro,681,20.2,9,9,7,14.5,25.4,804,0.847,63.64,2.6,1688.54,276.49,1412.05,Delayed,Peak,Heatwave,Weather Disruption,89
J001558,2025-09-24,09:40,9,Wednesday,September,9,Autumn,39,Central,South,City Hall,Industrial South,B01,Bus,59,4.1,9,9,7,23.4,27.5,59,1.0,92.62,4.2,236.08,117.35,118.73,On Time,Peak,Clear,,78
J001559,2025-11-09,08:55,8,Sunday,November,11,Autumn,45,North,West,Riverside North,Hilltop,B04,Bus,66,9.9,10,10,6,5.8,25.4,76,0.8684,82.18,4.2,65.46,32.54,32.92,Delayed,Peak,Cloudy,,84
J001560,2025-12-08,18:50,18,Monday,December,12,Winter,50,South,West,Industrial South,Hilltop,M2,Metro,674,3.7,15,15,4,17.9,41.3,720,0.9361,93.34,4.3,2063.05,337.81,1725.24,On Time,Peak,Clear,,89
J001561,2025-04-29,16:00,16,Tuesday,April,4,Spring,18,Central,West,Museum District,Hilltop,T1,Tram,177,2.8,10,10,6,10.0,30.5,199,0.8894,94.96,4.3,302.67,61.95,240.72,On Time,Peak,Clear,,89
J001562,2025-05-08,06:05,6,Thursday,May,5,Spring,19,East,North,Lakeview,Tech Campus,M3,Metro,360,18.2,20,20,3,23.6,26.1,580,0.6207,67.24,3.4,1452.82,237.89,1214.93,Delayed,Off-Peak,Heavy Rain,Staff Shortage,87
J001563,2025-07-24,16:05,16,Thursday,July,7,Summer,30,Central,East,Central Square,East Gate,B04,Bus,58,14.5,6,6,10,6.8,21.8,76,0.7632,73.9,3.1,67.44,33.52,33.92,Delayed,Peak,Rain,Traffic,82
J001564,2025-12-11,17:30,17,Thursday,December,12,Winter,50,North,South,Riverside North,Industrial South,B03,Bus,62,7.8,5,5,12,10.0,28.8,57,1.0877,85.96,3.9,106.02,52.7,53.32,Delayed,Peak,Rain,,81
J001565,2025-10-16,20:10,20,Thursday,October,10,Autumn,42,Central,South,Old Town,Stadium,B06,Bus,62,3.4,3,3,18,23.3,19.6,78,0.7949,93.88,4.8,247.03,122.79,124.24,On Time,Off-Peak,Heatwave,,83
J001566,2025-12-27,09:20,9,Saturday,December,12,Winter,52,North,South,Tech Campus,Industrial South,B06,Bus,89,25.1,5,5,13,23.0,20.9,84,1.0595,54.82,2.5,350.04,174.0,176.04,Delayed,Peak,Cloudy,Weather Disruption,88
J001567,2025-09-19,09:20,9,Friday,September,9,Autumn,38,East,West,East Gate,West End,B01,Bus,72,7.4,6,6,10,15.9,29.5,72,1.0,86.68,4.0,195.76,97.31,98.45,Delayed,Peak,Clear,,88
J001568,2025-01-26,21:10,21,Sunday,January,1,Winter,4,Central,West,Old Town,Expo Centre,B05,Bus,63,0.4,5,5,11,15.9,20.5,57,1.1053,99.28,4.2,171.29,85.14,86.15,On Time,Off-Peak,Cloudy,,76
J001569,2025-08-28,17:50,17,Thursday,August,8,Summer,35,North,Central,University,Old Town,R2,Commuter Rail,335,4.4,2,2,26,28.8,64.1,615,0.5447,92.08,4.6,1649.81,308.74,1341.07,On Time,Peak,Cloudy,,82
J001570,2025-07-21,10:10,10,Monday,July,7,Summer,30,West,Central,Expo Centre,Old Town,B06,Bus,54,2.6,4,4,14,14.4,22.8,72,0.75,95.32,4.3,132.97,66.1,66.87,On Time,Interpeak,Clear,,86
J001571,2025-04-22,08:40,8,Tuesday,April,4,Spring,17,North,West,Riverside North,Expo Centre,B03,Bus,88,31.6,5,5,13,5.1,18.2,79,1.1139,43.12,1.6,76.74,38.15,38.6,Delayed,Peak,Cloudy,Signal Failure,85
J001572,2025-11-15,13:15,13,Saturday,November,11,Autumn,46,West,South,Expo Centre,Greenfield,M1,Metro,434,1.6,10,10,6,28.8,37.6,800,0.5425,97.12,4.5,2137.36,349.98,1787.39,On Time,Interpeak,Clear,,93
J001573,2025-10-23,10:45,10,Thursday,October,10,Autumn,43,West,East,West End,Innovation Hub,C4,Bike Share,21,2.2,20,20,3,6.1,16.7,21,1.0,96.04,4.5,21.91,0.0,21.91,On Time,Interpeak,Cloudy,,59
J001574,2025-07-14,11:00,11,Monday,July,7,Summer,29,Central,West,Museum District,Hilltop,B01,Bus,51,2.7,3,3,18,10.8,24.2,74,0.6892,95.14,4.6,94.19,46.82,47.37,On Time,Interpeak,Cloudy,,86
J001575,2025-08-04,09:55,9,Monday,August,8,Summer,32,North,East,Riverside North,Harbour East,T2,Tram,255,2.2,4,4,15,13.8,25.7,231,1.1039,96.04,4.0,601.75,123.17,478.58,On Time,Peak,Clear,,86
J001576,2025-06-28,08:20,8,Saturday,June,6,Summer,26,West,East,Airport,East Gate,R1,Commuter Rail,369,8.4,4,4,15,34.5,74.1,548,0.6734,84.88,4.3,2176.92,407.38,1769.54,Delayed,Peak,Cloudy,,90
J001577,2025-07-16,08:20,8,Wednesday,July,7,Summer,29,South,Central,Stadium,City Hall,T3,Tram,139,5.6,5,5,11,15.3,30.9,258,0.5388,89.92,4.5,363.67,74.43,289.23,Delayed,Peak,Cloudy,,88
J001578,2025-02-15,17:40,17,Saturday,February,2,Winter,7,East,South,East Gate,Greenfield,M1,Metro,491,2.7,7,7,9,25.8,47.9,712,0.6896,95.14,4.7,2166.19,354.7,1811.5,On Time,Peak,Clear,,82
J001579,2025-04-05,12:30,12,Saturday,April,4,Spring,14,South,East,Greenfield,Lakeview,M4,Metro,367,0.0,8,8,8,28.3,44.7,702,0.5228,100.0,4.9,1776.02,290.81,1485.21,On Time,Interpeak,Rain,,84
J001580,2025-05-04,09:55,9,Sunday,May,5,Spring,18,North,Central,Tech Campus,City Hall,R2,Commuter Rail,521,4.8,2,2,24,50.0,45.0,500,1.042,91.36,4.1,4454.55,833.6,3620.95,On Time,Peak,Cloudy,,88
J001581,2025-02-05,16:40,16,Wednesday,February,2,Winter,6,Central,East,Central Square,Innovation Hub,B02,Bus,86,19.6,10,10,6,14.1,21.2,82,1.0488,64.72,2.7,207.35,103.07,104.28,Delayed,Peak,Heavy Rain,Roadworks,79
J001582,2025-02-23,16:20,16,Sunday,February,2,Winter,8,West,East,West End,Lakeview,M1,Metro,538,18.8,12,12,5,18.1,27.6,535,1.0056,66.16,2.7,1665.16,272.66,1392.51,Delayed,Peak,Clear,Staff Shortage,88
J001583,2025-09-29,17:50,17,Monday,September,9,Autumn,40,East,South,Harbour East,Stadium,T1,Tram,140,3.3,4,4,15,16.9,24.6,154,0.9091,94.06,4.6,404.59,82.81,321.78,On Time,Peak,Clear,,96
J001584,2025-12-03,07:30,7,Wednesday,December,12,Winter,49,South,Central,Stadium,Museum District,M1,Metro,772,4.7,9,9,7,26.1,42.6,707,1.0919,91.54,4.3,3445.51,564.18,2881.34,On Time,Peak,Snow,,92
J001585,2025-02-24,11:55,11,Monday,February,2,Winter,9,East,Central,Harbour East,Central Square,M2,Metro,521,5.8,8,8,8,27.9,41.6,532,0.9793,89.56,3.8,2485.64,407.01,2078.63,Delayed,Interpeak,Heavy Rain,,87
J001586,2025-12-16,18:05,18,Tuesday,December,12,Winter,51,West,South,Airport,Industrial South,M2,Metro,444,0.6,15,15,4,29.3,46.8,860,0.5163,98.92,4.4,2224.57,364.26,1860.32,On Time,Peak,Cloudy,,86
J001587,2025-06-07,19:40,19,Saturday,June,6,Summer,23,East,Central,East Gate,City Hall,C4,Bike Share,23,1.5,15,15,4,5.8,10.1,34,0.6765,97.3,4.7,22.81,0.0,22.81,On Time,Peak,Rain,,59
J001588,2025-09-06,17:55,17,Saturday,September,9,Autumn,36,East,North,Innovation Hub,North Park,S2,Shared Shuttle,10,6.7,5,5,13,4.8,28.4,9,1.1111,87.94,3.8,8.21,2.51,5.7,Delayed,Peak,Clear,,71
J001589,2025-11-09,09:30,9,Sunday,November,11,Autumn,45,North,South,North Park,South Market,C2,Bike Share,31,6.0,20,20,3,2.0,11.3,27,1.1481,89.2,3.9,10.6,0.0,10.6,Delayed,Peak,Clear,,55
J001590,2025-11-12,17:30,17,Wednesday,November,11,Autumn,46,North,South,Tech Campus,Stadium,R2,Commuter Rail,415,7.6,4,4,15,37.3,55.9,452,0.9181,86.32,4.0,2646.99,495.34,2151.65,Delayed,Peak,Clear,,83
J001591,2025-03-22,20:15,20,Saturday,March,3,Spring,12,West,North,Hilltop,University,M1,Metro,287,7.2,8,8,8,15.7,38.9,585,0.4906,87.04,4.5,770.51,126.17,644.34,Delayed,Off-Peak,Clear,,84
J001592,2025-10-10,05:15,5,Friday,October,10,Autumn,41,Central,West,City Hall,Expo Centre,C3,Bike Share,1,0.1,9,9,7,3.3,12.8,25,0.04,99.82,4.7,0.56,0.0,0.56,On Time,Off-Peak,Heavy Rain,,54
J001593,2025-10-23,08:45,8,Thursday,October,10,Autumn,43,North,South,Riverside North,Stadium,B04,Bus,53,19.3,5,5,11,14.9,23.9,66,0.803,65.26,3.0,135.04,67.12,67.91,Delayed,Peak,Clear,Traffic,76
J001594,2025-04-21,19:05,19,Monday,April,4,Spring,17,East,West,Innovation Hub,Hilltop,R2,Commuter Rail,567,11.4,2,2,25,38.2,49.8,795,0.7132,79.48,4.0,3703.76,693.1,3010.66,Delayed,Peak,Heavy Rain,,91
J001595,2025-02-08,18:10,18,Saturday,February,2,Winter,6,West,East,Expo Centre,Lakeview,T1,Tram,200,3.0,5,5,13,11.1,22.5,174,1.1494,94.6,4.0,379.62,77.7,301.92,On Time,Peak,Rain,,91
J001596,2025-05-12,17:10,17,Monday,May,5,Spring,20,Central,North,Central Square,Riverside North,M4,Metro,724,1.8,20,20,3,24.3,34.4,692,1.0462,96.76,4.1,3008.44,492.61,2515.83,On Time,Peak,Clear,,88
J001597,2025-03-16,22:50,22,Sunday,March,3,Spring,11,Central,South,Museum District,Industrial South,S2,Shared Shuttle,7,33.6,3,3,20,13.8,22.8,9,0.7778,40.0,1.8,16.52,5.05,11.47,Delayed,Off-Peak,Cloudy,Vehicle Issue,72
J001598,2025-10-08,15:55,15,Wednesday,October,10,Autumn,41,West,East,West End,East Gate,T1,Tram,141,6.6,9,9,7,18.5,26.1,208,0.6779,88.12,4.1,446.05,91.3,354.76,Delayed,Interpeak,Clear,,97
J001599,2025-05-20,09:45,9,Tuesday,May,5,Spring,21,North,West,Riverside North,Hilltop,B01,Bus,74,4.5,4,4,14,21.2,27.3,61,1.2131,91.9,4.3,268.26,133.35,134.92,On Time,Peak,Heatwave,,85
J001600,2025-09-07,10:40,10,Sunday,September,9,Autumn,36,North,Central,North Park,Central Square,M3,Metro,319,3.5,6,6,10,20.6,35.5,882,0.3617,93.7,4.2,1123.71,184.0,939.71,On Time,Interpeak,Clear,,85
J001601,2025-02-24,08:45,8,Monday,February,2,Winter,9,Central,South,Museum District,Stadium,M4,Metro,697,16.7,15,15,4,19.9,34.2,661,1.0545,69.94,3.0,2371.82,388.37,1983.45,Delayed,Peak,Heavy Rain,Vehicle Issue,85
J001602,2025-02-19,20:00,20,Wednesday,February,2,Winter,8,East,North,Innovation Hub,North Park,S1,Shared Shuttle,7,6.8,6,6,10,16.1,25.6,10,0.7,87.76,3.9,19.27,5.89,13.38,Delayed,Off-Peak,Clear,,82
J001603,2025-05-22,12:40,12,Thursday,May,5,Spring,21,North,East,North Park,Lakeview,B06,Bus,46,3.2,10,10,6,22.0,20.9,60,0.7667,94.24,4.3,173.05,86.02,87.03,On Time,Interpeak,Cloudy,,76
J001604,2025-02-27,21:10,21,Thursday,February,2,Winter,9,Central,West,Old Town,Expo Centre,M3,Metro,330,0.8,20,20,3,10.9,46.9,625,0.528,98.56,4.9,615.09,100.72,514.37,On Time,Off-Peak,Clear,,94
J001605,2025-03-18,10:00,10,Tuesday,March,3,Spring,12,North,South,Riverside North,Industrial South,M1,Metro,372,0.7,10,10,6,13.7,32.4,525,0.7086,98.74,4.7,871.48,142.7,728.79,On Time,Interpeak,Clear,,83
J001606,2025-07-20,08:40,8,Sunday,July,7,Summer,29,Central,South,City Hall,Stadium,M1,Metro,590,2.1,20,20,3,14.4,38.2,685,0.8613,96.22,4.7,1452.82,237.89,1214.93,On Time,Peak,Cloudy,,92
J001607,2025-03-24,07:50,7,Monday,March,3,Spring,13,West,Central,Airport,Museum District,B06,Bus,69,4.4,9,9,7,6.8,29.8,66,1.0455,92.08,4.2,80.23,39.88,40.35,On Time,Peak,Clear,,78
J001608,2025-07-19,18:45,18,Saturday,July,7,Summer,29,Central,South,City Hall,South Market,M3,Metro,426,0.6,12,12,5,23.5,44.1,838,0.5084,98.92,4.7,1711.88,280.31,1431.57,On Time,Peak,Heavy Rain,,84
J001609,2025-01-06,08:00,8,Monday,January,1,Winter,2,East,Central,East Gate,Museum District,B05,Bus,49,6.4,6,6,10,17.8,21.5,62,0.7903,88.48,4.1,149.15,74.14,75.01,Delayed,Peak,Clear,,80
J001610,2025-07-06,16:30,16,Sunday,July,7,Summer,27,Central,West,Museum District,West End,B05,Bus,57,7.2,6,6,10,18.7,25.3,66,0.8636,87.04,4.2,182.27,90.6,91.67,Delayed,Peak,Heatwave,,78
J001611,2025-05-14,10:50,10,Wednesday,May,5,Spring,20,East,South,Lakeview,South Market,B06,Bus,62,14.2,5,5,13,8.8,21.2,55,1.1273,74.44,3.1,93.3,46.38,46.92,Delayed,Interpeak,Clear,Traffic,85
J001612,2025-06-27,10:05,10,Friday,June,6,Summer,26,Central,West,City Hall,Airport,M3,Metro,408,0.5,8,8,8,18.8,44.2,518,0.7876,99.1,5.0,1311.64,214.77,1096.87,On Time,Interpeak,Heatwave,,90
J001613,2025-03-25,18:40,18,Tuesday,March,3,Spring,13,East,Central,Harbour East,Central Square,T2,Tram,227,7.3,5,5,12,19.2,20.7,186,1.2204,86.86,3.9,745.29,152.54,592.74,Delayed,Peak,Rain,,95
J001614,2025-06-06,09:55,9,Friday,June,6,Summer,23,South,East,South Market,Harbour East,M2,Metro,434,0.3,8,8,8,10.9,43.6,573,0.7574,99.46,4.9,808.93,132.46,676.48,On Time,Peak,Cloudy,,87
J001615,2025-10-16,08:05,8,Thursday,October,10,Autumn,42,West,Central,Expo Centre,Museum District,R3,Commuter Rail,441,3.8,5,5,13,25.6,45.6,759,0.581,93.16,4.6,1930.52,361.27,1569.25,On Time,Peak,Cloudy,,90
J001616,2025-09-01,13:40,13,Monday,September,9,Autumn,36,Central,West,Central Square,Expo Centre,T3,Tram,121,3.8,4,4,15,12.9,21.4,162,0.7469,93.16,4.3,266.91,54.63,212.28,On Time,Interpeak,Clear,,93
J001617,2025-08-21,18:45,18,Thursday,August,8,Summer,34,South,North,South Market,Tech Campus,B06,Bus,68,5.7,5,5,12,12.1,23.9,70,0.9714,89.74,3.8,140.7,69.94,70.76,Delayed,Peak,Rain,,86
J001618,2025-11-21,16:55,16,Friday,November,11,Autumn,47,South,East,Industrial South,Innovation Hub,T1,Tram,139,3.3,9,9,7,19.7,21.0,183,0.7596,94.06,4.6,468.25,95.84,372.41,On Time,Peak,Rain,,91
J001619,2025-01-18,20:05,20,Saturday,January,1,Winter,3,Central,North,Old Town,University,T2,Tram,95,8.2,5,5,13,12.0,25.8,180,0.5278,85.24,3.9,194.94,39.9,155.04,Delayed,Off-Peak,Heavy Rain,,91
J001620,2025-10-15,08:05,8,Wednesday,October,10,Autumn,42,South,East,Industrial South,Harbour East,B06,Bus,59,6.5,4,4,14,8.9,29.2,69,0.8551,88.3,4.0,89.79,44.63,45.16,Delayed,Peak,Clear,,86
J001621,2025-02-20,18:50,18,Thursday,February,2,Winter,8,East,West,Harbour East,Hilltop,M2,Metro,599,4.4,9,9,7,8.5,47.5,779,0.7689,92.08,4.7,870.65,142.56,728.08,On Time,Peak,Cloudy,,94
J001622,2025-05-16,20:50,20,Friday,May,5,Spring,20,North,South,Tech Campus,Industrial South,T1,Tram,85,4.8,8,8,8,8.6,22.3,217,0.3917,91.36,4.1,125.0,25.59,99.42,On Time,Off-Peak,Rain,,86
J001623,2025-04-08,13:10,13,Tuesday,April,4,Spring,15,North,Central,Tech Campus,Old Town,R3,Commuter Rail,264,2.5,2,2,28,26.5,61.6,778,0.3393,95.5,4.2,1196.32,223.87,972.44,On Time,Interpeak,Clear,,83
J001624,2025-09-01,17:10,17,Monday,September,9,Autumn,36,West,Central,West End,Old Town,T3,Tram,195,6.0,8,8,8,8.9,28.7,224,0.8705,89.2,4.4,296.77,60.74,236.03,Delayed,Peak,Clear,,92
J001625,2025-07-26,05:50,5,Saturday,July,7,Summer,30,East,North,Lakeview,Tech Campus,M1,Metro,211,29.0,20,20,3,9.7,43.3,673,0.3135,47.8,2.5,349.99,57.31,292.68,Delayed,Off-Peak,Cloudy,Signal Failure,84
J001626,2025-04-05,18:50,18,Saturday,April,4,Spring,14,West,South,Airport,Greenfield,B04,Bus,90,4.4,4,4,14,19.7,28.7,73,1.2329,92.08,4.2,303.18,150.71,152.48,On Time,Peak,Clear,,88
J001627,2025-03-23,09:00,9,Sunday,March,3,Spring,12,East,Central,East Gate,Old Town,R2,Commuter Rail,406,4.6,3,3,20,19.4,67.7,493,0.8235,91.72,4.1,1346.86,252.04,1094.82,On Time,Peak,Clear,,88
J001628,2025-08-17,10:30,10,Sunday,August,8,Summer,33,East,West,East Gate,Hilltop,M2,Metro,261,5.0,6,6,10,27.3,41.3,566,0.4611,91.0,4.3,1218.43,199.51,1018.92,On Time,Interpeak,Snow,,94
J001629,2025-08-31,10:40,10,Sunday,August,8,Summer,35,North,East,Riverside North,Harbour East,T2,Tram,122,4.2,5,5,11,12.7,23.3,256,0.4766,92.44,4.3,264.95,54.23,210.72,On Time,Interpeak,Rain,,88
J001630,2025-07-31,07:50,7,Thursday,July,7,Summer,31,East,South,Innovation Hub,Stadium,C2,Bike Share,24,2.8,30,30,2,5.3,12.7,27,0.8889,94.96,4.8,21.75,0.0,21.75,On Time,Peak,Clear,,60
J001631,2025-10-07,20:40,20,Tuesday,October,10,Autumn,41,Central,North,City Hall,Riverside North,R3,Commuter Rail,195,7.8,5,5,12,24.0,45.3,599,0.3255,85.96,4.3,800.28,149.76,650.52,Delayed,Off-Peak,Clear,,85
